275,"2019,1,12,11,30,54,941,0.4,N/A"
276,"2019,1,12,12,30,54,941,0.4,N/A"
277,"2019,1,12,13,30,51,912,0.4,N/A"
278,"2019,1,12,14,30,45,845,0.30000000000000004,N/A"
279,"2019,1,12,15,30,34,705,0.30000000000000004,N/A"
280,"2019,1,12,16,30,11,278,0.30000000000000004,N/A"
281,"2019,1,12,17,30,0,0,0.4,N/A"
282,"2019,1,12,18,30,0,0,0.4,N/A"
283,"2019,1,12,19,30,0,0,0.4,N/A"
284,"2019,1,12,20,30,0,0,0.4,N/A"
285,"2019,1,12,21,30,0,0,0.4,N/A"
286,"2019,1,12,22,30,0,0,0.4,N/A"
287,"2019,1,12,23,30,0,0,0.4,N/A"
288,"2019,1,13,0,30,0,0,0.4,N/A"
289,"2019,1,13,1,30,0,0,0.4,N/A"
290,"2019,1,13,2,30,0,0,0.4,N/A"
291,"2019,1,13,3,30,0,0,0.4,N/A"
292,"2019,1,13,4,30,0,0,0.4,N/A"
293,"2019,1,13,5,30,0,0,0.4,N/A"
294,"2019,1,13,6,30,0,0,0.4,N/A"
295,"2019,1,13,7,30,6,225,0.30000000000000004,N/A"
296,"2019,1,13,8,30,45,493,0.30000000000000004,N/A"
297,"2019,1,13,9,30,46,861,0.30000000000000004,N/A"
298,"2019,1,13,10,30,51,929,0.30000000000000004,N/A"
299,"2019,1,13,11,30,53,956,0.2,N/A"
300,"2019,1,13,12,30,53,956,0.2,N/A"
301,"2019,1,13,13,30,52,924,0.2,N/A"
302,"2019,1,13,14,30,47,855,0.2,N/A"
303,"2019,1,13,15,30,45,477,0.30000000000000004,N/A"
304,"2019,1,13,16,30,11,279,0.4,N/A"
305,"2019,1,13,17,30,0,0,0.4,N/A"
306,"2019,1,13,18,30,0,0,0.4,N/A"
307,"2019,1,13,19,30,0,0,0.5,N/A"
308,"2019,1,13,20,30,0,0,0.5,N/A"
309,"2019,1,13,21,30,0,0,0.5,N/A"
310,"2019,1,13,22,30,0,0,0.5,N/A"
311,"2019,1,13,23,30,0,0,0.5,N/A"
312,"2019,1,14,0,30,0,0,0.5,N/A"
313,"2019,1,14,1,30,0,0,0.5,N/A"
314,"2019,1,14,2,30,0,0,0.5,N/A"
315,"2019,1,14,3,30,0,0,0.5,N/A"
316,"2019,1,14,4,30,0,0,0.5,N/A"
317,"2019,1,14,5,30,0,0,0.5,N/A"
318,"2019,1,14,6,30,0,0,0.5,N/A"
319,"2019,1,14,7,30,7,65,0.4,N/A"
320,"2019,1,14,8,30,36,718,0.30000000000000004,N/A"
321,"2019,1,14,9,30,46,866,0.2,N/A"
322,"2019,1,14,10,30,52,930,0.2,N/A"
323,"2019,1,14,11,30,54,945,0.2,N/A"
324,"2019,1,14,12,30,54,946,0.2,N/A"
325,"2019,1,14,13,30,52,916,0.2,N/A"
326,"2019,1,14,14,30,46,850,0.2,N/A"
327,"2019,1,14,15,30,35,701,0.30000000000000004,N/A"
328,"2019,1,14,16,30,11,284,0.30000000000000004,N/A"
329,"2019,1,14,17,30,0,0,0.4,N/A"
330,"2019,1,14,18,30,0,0,0.30000000000000004,N/A"
331,"2019,1,14,19,30,0,0,0.30000000000000004,N/A"
332,"2019,1,14,20,30,0,0,0.30000000000000004,N/A"
333,"2019,1,14,21,30,0,0,0.30000000000000004,N/A"
334,"2019,1,14,22,30,0,0,0.4,N/A"
335,"2019,1,14,23,30,0,0,0.4,N/A"
336,"2019,1,15,0,30,0,0,0.4,N/A"
337,"2019,1,15,1,30,0,0,0.4,N/A"
338,"2019,1,15,2,30,0,0,0.4,N/A"
339,"2019,1,15,3,30,0,0,0.4,N/A"
340,"2019,1,15,4,30,0,0,0.4,N/A"
341,"2019,1,15,5,30,0,0,0.4,N/A"
342,"2019,1,15,6,30,0,0,0.30000000000000004,N/A"
343,"2019,1,15,7,30,9,214,0.30000000000000004,N/A"
344,"2019,1,15,8,30,68,129,0.30000000000000004,N/A"
345,"2019,1,15,9,30,88,493,0.30000000000000004,N/A"
346,"2019,1,15,10,30,140,409,0.30000000000000004,N/A"
347,"2019,1,15,11,30,137,529,0.30000000000000004,N/A"
348,"2019,1,15,12,30,141,506,0.30000000000000004,N/A"
349,"2019,1,15,13,30,120,514,0.30000000000000004,N/A"
350,"2019,1,15,14,30,113,293,0.2,N/A"
351,"2019,1,15,15,30,67,118,0.2,N/A"
352,"2019,1,15,16,30,13,213,0.30000000000000004,N/A"
353,"2019,1,15,17,30,0,0,0.30000000000000004,N/A"
354,"2019,1,15,18,30,0,0,0.4,N/A"
355,"2019,1,15,19,30,0,0,0.5,N/A"
356,"2019,1,15,20,30,0,0,0.6000000000000001,N/A"
357,"2019,1,15,21,30,0,0,0.6000000000000001,N/A"
358,"2019,1,15,22,30,0,0,0.6000000000000001,N/A"
359,"2019,1,15,23,30,0,0,0.5,N/A"
360,"2019,1,16,0,30,0,0,0.4,N/A"
